   1.0000000e+00   2.0374276e+01  -2.2056597e+01
   2.0000000e+00   1.9940795e+01  -1.6331119e+01
   3.0000000e+00   1.3707269e+01  -3.0686836e+01
   4.0000000e+00   2.0925673e+01  -1.7514981e+01
   5.0000000e+00   2.1803046e+01  -7.4628211e+00
   6.0000000e+00   1.5667325e+01  -2.4473231e+01
   7.0000000e+00   2.5026705e+01   1.2092524e+00
   8.0000000e+00   1.7196412e+01  -2.0027947e+01
   9.0000000e+00   2.7361268e+01   3.1215890e+00
   1.0000000e+01   2.3938749e+01   1.1772319e+01
   1.1000000e+01   2.3005743e+01  -1.4167400e+01
   1.2000000e+01   1.8637054e+01   2.4464281e+00
   1.3000000e+01   3.2832956e+01   1.3774137e+01
   1.4000000e+01   1.4199851e+01  -3.9333051e+00
   1.5000000e+01   2.0036561e+01  -1.2887923e+01
   1.6000000e+01   2.5657376e+01   1.5482417e+01
   1.7000000e+01   2.0943764e+01  -1.2028367e+01
   1.8000000e+01   2.6822540e+01  -9.6199402e+00
   1.9000000e+01   1.7632850e+01  -1.5056870e+01
   2.0000000e+01   3.6671574e+01   8.8707830e-01
   2.1000000e+01   2.4147893e+01  -1.2877535e+01
   2.2000000e+01   3.2524277e+01  -5.7756564e+00
   2.3000000e+01   3.5194897e+01  -4.1457181e+00
   2.4000000e+01   3.3529529e+01  -1.3406975e+01
   2.5000000e+01   3.6977853e+01  -9.9167274e+00
   2.6000000e+01   3.9359016e+01  -4.0387995e+00
   2.7000000e+01   4.4569259e+01   2.4882976e+00
   2.8000000e+01   3.9090070e+01  -7.6427421e+00
   2.9000000e+01   4.7711409e+01   3.3481637e+00
   3.0000000e+01   4.3827071e+01   8.1097243e-01
   3.1000000e+01   4.7029824e+01  -5.1710831e+00
   3.2000000e+01   4.2795902e+01  -4.2606138e+00
   3.3000000e+01   5.0733650e+01   9.5574561e+00
   3.4000000e+01   4.5846260e+01  -1.1113007e+01
   3.5000000e+01   5.3800047e+01   8.8218784e+00
   3.6000000e+01   3.7017128e+01   8.2406568e-01
   3.7000000e+01   4.8118089e+01   7.8412791e+00
   3.8000000e+01   4.9589115e+01  -1.3809119e+01
   3.9000000e+01   4.0205430e+01   1.4915264e+00
   4.0000000e+01   4.8361856e+01   9.6255934e+00
   4.1000000e+01   4.4073084e+01  -1.4468149e+01
   4.2000000e+01   4.7188879e+01   1.0609220e+01
   4.3000000e+01   5.2212377e+01   9.6197329e-01
   4.4000000e+01   4.8689254e+01   9.3868515e+00
   4.5000000e+01   4.3607742e+01  -3.0283834e+00
   4.6000000e+01   4.0239309e+01  -5.6488712e+00
   4.7000000e+01   4.8762793e+01  -8.4667382e+00
   4.8000000e+01   5.4595157e+01   1.6453184e+01
   4.9000000e+01   4.0306172e+01  -4.6914660e+00
   5.0000000e+01   4.3292451e+01   4.6889819e-01
   5.1000000e+01   4.5237288e+01   3.5908437e-01
   5.2000000e+01   4.9442639e+01  -5.0548370e+00
   5.3000000e+01   4.1752166e+01  -1.1442972e+00
   5.4000000e+01   4.9266891e+01   1.1312249e+00
   5.5000000e+01   4.8515644e+01  -4.6658960e+00
   5.6000000e+01   4.3507486e+01   5.2709748e+00
   5.7000000e+01   5.2263249e+01  -9.6422187e+00
   5.8000000e+01   4.9122191e+01   1.6132499e+01
   5.9000000e+01   4.2517729e+01  -8.1967992e+00
   6.0000000e+01   3.9959072e+01  -6.7202521e-01
   6.1000000e+01   4.3277006e+01  -5.0141590e+00
   6.2000000e+01   5.5448997e+01   1.6172423e+01
   6.3000000e+01   5.6067776e+01   7.8826336e+00
   6.4000000e+01   3.8630094e+01  -1.7768790e-01
   6.5000000e+01   4.8848746e+01  -4.5477863e+00
   6.6000000e+01   4.3872401e+01   5.9589164e+00
   6.7000000e+01   4.6483576e+01  -1.3225888e+01
   6.8000000e+01   4.4957699e+01  -1.6554153e-01
   6.9000000e+01   4.5114218e+01   9.0061461e-02
   7.0000000e+01   5.0905955e+01   2.7582245e-01
   7.1000000e+01   4.6082051e+01   2.6834586e+00
   7.2000000e+01   4.6928355e+01   6.2631405e+00
   7.3000000e+01   4.5067035e+01   4.5133320e-01
   7.4000000e+01   4.4005466e+01   2.7281628e+00
   7.5000000e+01   4.4884552e+01  -7.7735476e-01
   7.6000000e+01   5.0008112e+01  -4.6423034e-01
   7.7000000e+01   4.3744765e+01  -1.5419965e+01
   7.8000000e+01   4.6072003e+01   5.8300777e+00
   7.9000000e+01   5.2355636e+01   7.1502557e+00
   8.0000000e+01   4.3001685e+01  -4.2025181e+00
   8.1000000e+01   4.3347782e+01   2.5991295e+00
   8.2000000e+01   4.7916597e+01  -3.1605764e+00
   8.3000000e+01   4.4862234e+01   2.8709840e+00
   8.4000000e+01   4.6700956e+01  -5.0696899e+00
   8.5000000e+01   5.1924835e+01   8.4796328e+00
   8.6000000e+01   4.1701594e+01   1.7128461e+00
   8.7000000e+01   4.4213838e+01  -3.5217106e+00
   8.8000000e+01   4.9426109e+01  -6.8752644e+00
   8.9000000e+01   4.1874203e+01   1.4922427e+01
   9.0000000e+01   4.9139571e+01  -9.3668288e+00
   9.1000000e+01   4.2533060e+01   1.0998558e+00
