   7.9839142e+00   8.6727435e+01
   9.4681504e+00   8.7211051e+01
   9.8955224e+00   8.6810945e+01
   1.0896974e+01   8.8007727e+01
   1.1783424e+01   8.7104658e+01
   1.3015676e+01   8.7096216e+01
   1.4094225e+01   8.7252786e+01
   1.4857277e+01   8.7102347e+01
   1.5600091e+01   8.6593750e+01
   1.6516075e+01   8.6506472e+01
   1.7978984e+01   8.7252961e+01
   1.8477672e+01   8.6527818e+01
   1.9514851e+01   8.7130835e+01
   2.0174073e+01   8.7054795e+01
   2.1194637e+01   8.6820189e+01
   2.2391265e+01   8.7158839e+01
   2.4045077e+01   8.7942171e+01
   2.5313822e+01   8.8136192e+01
   2.7792128e+01   8.8374636e+01
   2.9681858e+01   8.8119594e+01
   3.1272183e+01   8.8269900e+01
   3.3468902e+01   8.8226713e+01
   3.5269065e+01   8.8404317e+01
   3.7224579e+01   8.8373039e+01
   3.8969814e+01   8.7728026e+01
   4.0760309e+01   8.8051617e+01
   4.2556480e+01   8.8349881e+01
   4.5134157e+01   8.8183878e+01
   4.7015902e+01   8.8796580e+01
   4.8502847e+01   8.8392868e+01
   5.0891376e+01   8.8220830e+01
   5.2569740e+01   8.8348109e+01
   5.4331157e+01   8.8043323e+01
   5.6557029e+01   8.7812555e+01
   5.8316026e+01   8.7893457e+01
   6.0348355e+01   8.8158613e+01
   6.2270318e+01   8.7956889e+01
   6.4434987e+01   8.7648371e+01
   6.6029157e+01   8.7703233e+01
   6.8160926e+01   8.7988133e+01
   6.9733449e+01   8.7828852e+01
   7.2060641e+01   8.8137026e+01
   7.3786451e+01   8.7827688e+01
   7.6027810e+01   8.7788642e+01
   7.7869881e+01   8.7797851e+01
   7.9745540e+01   8.8605440e+01
   8.1972599e+01   8.7941662e+01
   8.3978510e+01   8.8020312e+01
   8.5653946e+01   8.7387106e+01
   8.7383589e+01   8.7585967e+01
   8.9328867e+01   8.7876493e+01
   9.1303319e+01   8.7767965e+01
   9.2898108e+01   8.7475400e+01
   9.5198956e+01   8.7481148e+01
   9.6735379e+01   8.7811812e+01
   9.8803411e+01   8.7424400e+01
   1.0066493e+02   8.7604638e+01
   1.0280955e+02   8.7600403e+01
   1.0440257e+02   8.7387645e+01
   1.0649754e+02   8.7056505e+01
   1.0834224e+02   8.7468685e+01
   1.1036903e+02   8.7402745e+01
   1.1205208e+02   8.7172825e+01
   1.1404737e+02   8.7552339e+01
   1.1625058e+02   8.7203326e+01
   1.1816593e+02   8.7273904e+01
   1.1995446e+02   8.7425814e+01
   1.2187474e+02   8.7279104e+01
   1.2421658e+02   8.7211945e+01
   1.2604384e+02   8.7304007e+01
   1.2778166e+02   8.7210189e+01
   1.2991748e+02   8.7231293e+01
   1.3158436e+02   8.7144327e+01
   1.3359959e+02   8.7416618e+01
   1.3531413e+02   8.6872045e+01
   1.3735637e+02   8.6985418e+01
