   1.0000000e+00   8.7290076e+00   0.0000000e+00   8.7289203e+00   0.0000000e+00
   2.0000000e+00   9.3937008e+00   2.5774808e+01   9.7260844e+00   3.3238690e-01
   3.0000000e+00   9.8506098e+00   3.3609093e+01   1.0257711e+01   4.0710159e-01
   4.0000000e+00   1.0548132e+01   2.7288429e+01   1.1133952e+01   5.8582112e-01
   5.0000000e+00   1.1274900e+01   2.3044881e+01   1.1947777e+01   6.7287674e-01
   6.0000000e+00   1.1797145e+01   2.9058632e+01   1.2376935e+01   5.7979020e-01
   7.0000000e+00   1.2631368e+01   2.5055903e+01   1.3368402e+01   7.3703504e-01
   8.0000000e+00   1.3204582e+01   2.6397637e+01   1.3840372e+01   6.3578943e-01
   9.0000000e+00   1.4116624e+01   2.7538760e+01   1.4923144e+01   8.0652140e-01
   1.0000000e+01   1.4914582e+01   2.6676792e+01   1.5715812e+01   8.0122981e-01
   1.1000000e+01   1.5681440e+01   2.7018131e+01   1.6461428e+01   7.7998705e-01
   1.2000000e+01   1.6302676e+01   1.8796936e+01   1.6984550e+01   6.8187361e-01
   1.3000000e+01   1.7397107e+01   3.5605194e+01   1.8333952e+01   9.3684640e-01
   1.4000000e+01   1.7870436e+01   1.4734540e+01   1.8520817e+01   6.5037955e-01
   1.5000000e+01   1.8538321e+01   2.3823567e+01   1.9199519e+01   6.6119756e-01
   1.6000000e+01   1.9393567e+01   2.9966751e+01   2.0174691e+01   7.8112519e-01
   1.7000000e+01   2.0091693e+01   2.4152078e+01   2.0821522e+01   7.2982938e-01
   1.8000000e+01   2.0985777e+01   2.8495471e+01   2.1817120e+01   8.3134379e-01
   1.9000000e+01   2.1573539e+01   2.3186780e+01   2.2254343e+01   6.8080325e-01
   2.0000000e+01   2.2795925e+01   3.6682302e+01   2.3811439e+01   1.0155167e+00
   2.1000000e+01   2.3600854e+01   2.7366981e+01   2.4486224e+01   8.8536903e-01
   2.2000000e+01   2.4684997e+01   3.3033117e+01   2.5693213e+01   1.0082165e+00
   2.3000000e+01   2.5858160e+01   3.5438224e+01   2.6968319e+01   1.1101589e+00
   2.4000000e+01   2.6975811e+01   3.6110612e+01   2.8090601e+01   1.1147896e+00
   2.5000000e+01   2.8208406e+01   3.8284502e+01   2.9396003e+01   1.1875969e+00
   2.6000000e+01   2.9520374e+01   3.9565693e+01   3.0784835e+01   1.2644617e+00
   2.7000000e+01   3.1006015e+01   4.4638665e+01   3.2407173e+01   1.4011579e+00
   2.8000000e+01   3.2309018e+01   3.9830203e+01   3.3649514e+01   1.3404954e+00
   2.9000000e+01   3.3899398e+01   4.7828744e+01   3.5394329e+01   1.4949314e+00
   3.0000000e+01   3.5360300e+01   4.3834574e+01   3.6834202e+01   1.4739011e+00
   3.1000000e+01   3.6927961e+01   4.7313258e+01   3.8459808e+01   1.5318473e+00
   3.2000000e+01   3.8354491e+01   4.3007466e+01   3.9821250e+01   1.4667584e+00
   3.3000000e+01   4.0045613e+01   5.1626042e+01   4.1651033e+01   1.6054213e+00
   3.4000000e+01   4.1573822e+01   4.7173918e+01   4.3131524e+01   1.5577021e+00
   3.5000000e+01   4.3367157e+01   5.4518534e+01   4.5070486e+01   1.7033300e+00
   3.6000000e+01   4.4601061e+01   3.7026300e+01   4.6014274e+01   1.4132116e+00
   3.7000000e+01   4.6204997e+01   4.8752807e+01   4.7736080e+01   1.5310840e+00
   3.8000000e+01   4.7857968e+01   5.1475937e+01   4.9464381e+01   1.6064139e+00
   3.9000000e+01   4.9198149e+01   4.0233087e+01   5.0640024e+01   1.4418744e+00
   4.0000000e+01   5.0810211e+01   4.9310457e+01   5.2357265e+01   1.5470547e+00
   4.1000000e+01   5.2279313e+01   4.6387111e+01   5.3778192e+01   1.4988785e+00
   4.2000000e+01   5.3852276e+01   4.8366784e+01   5.5396940e+01   1.5446645e+00
   4.3000000e+01   5.5592689e+01   5.2221238e+01   5.7258331e+01   1.6656428e+00
   4.4000000e+01   5.7215664e+01   4.9585850e+01   5.8854937e+01   1.6392734e+00
   4.5000000e+01   5.8669255e+01   4.3712770e+01   6.0193772e+01   1.5245163e+00
   4.6000000e+01   6.0010565e+01   4.0633874e+01   6.1421855e+01   1.4112892e+00
   4.7000000e+01   6.1635992e+01   4.9492379e+01   6.3179623e+01   1.5436319e+00
   4.8000000e+01   6.3455830e+01   5.7020509e+01   6.5170166e+01   1.7143363e+00
   4.9000000e+01   6.4799369e+01   4.0578286e+01   6.6284544e+01   1.4851733e+00
   5.0000000e+01   6.6242451e+01   4.3294990e+01   6.7701610e+01   1.4591586e+00
   5.1000000e+01   6.7750361e+01   4.5238713e+01   6.9239649e+01   1.4892880e+00
   5.2000000e+01   6.9398449e+01   4.9700362e+01   7.0985879e+01   1.5874312e+00
   5.3000000e+01   7.0790188e+01   4.1767844e+01   7.2256676e+01   1.4664879e+00
   5.4000000e+01   7.2432417e+01   4.9279876e+01   7.4007518e+01   1.5751011e+00
   5.5000000e+01   7.4049605e+01   4.8739494e+01   7.5650718e+01   1.6011125e+00
   5.6000000e+01   7.5499855e+01   4.3825615e+01   7.7007730e+01   1.5078748e+00
   5.7000000e+01   7.7241963e+01   5.3145269e+01   7.8894600e+01   1.6526377e+00
   5.8000000e+01   7.8879370e+01   5.1703454e+01   8.0522595e+01   1.6432248e+00
   5.9000000e+01   8.0296627e+01   4.3300633e+01   8.1800199e+01   1.5035704e+00
   6.0000000e+01   8.1628596e+01   3.9964723e+01   8.3026112e+01   1.3975152e+00
   6.1000000e+01   8.3071163e+01   4.3566512e+01   8.4496521e+01   1.4253580e+00
   6.2000000e+01   8.4919463e+01   5.7759316e+01   8.6606210e+01   1.6867487e+00
   6.3000000e+01   8.6788389e+01   5.6619179e+01   8.8587729e+01   1.7993406e+00
   6.4000000e+01   8.8076059e+01   3.8630503e+01   8.9559174e+01   1.4831134e+00
   6.5000000e+01   8.9704350e+01   4.9059987e+01   9.1277186e+01   1.5728366e+00
   6.6000000e+01   9.1166764e+01   4.4275233e+01   9.2671356e+01   1.5045921e+00
   6.7000000e+01   9.2716216e+01   4.8328532e+01   9.4248533e+01   1.5323169e+00
   6.8000000e+01   9.4214806e+01   4.4958004e+01   9.5726279e+01   1.5114728e+00
   6.9000000e+01   9.5718613e+01   4.5114308e+01   9.7225349e+01   1.5067352e+00
   7.0000000e+01   9.7415479e+01   5.0906702e+01   9.9039719e+01   1.6242411e+00
   7.1000000e+01   9.8951547e+01   4.6160117e+01   1.0052130e+02   1.5697482e+00
   7.2000000e+01   1.0051583e+02   4.7344455e+01   1.0208219e+02   1.5663676e+00
   7.3000000e+01   1.0201806e+02   4.5069295e+01   1.0354479e+02   1.5267314e+00
   7.4000000e+01   1.0348491e+02   4.4089953e+01   1.0497463e+02   1.4897221e+00
   7.5000000e+01   1.0498106e+02   4.4891283e+01   1.0647476e+02   1.4936957e+00
   7.6000000e+01   1.0664800e+02   5.0010267e+01   1.0824876e+02   1.6007640e+00
   7.7000000e+01   1.0810616e+02   4.6382968e+01   1.0961879e+02   1.5126302e+00
   7.8000000e+01   1.0964189e+02   4.6439415e+01   1.1116880e+02   1.5269083e+00
   7.9000000e+01   1.1138708e+02   5.2841639e+01   1.1304889e+02   1.6618116e+00
   8.0000000e+01   1.1282047e+02   4.3206551e+01   1.1434111e+02   1.5206405e+00
   8.1000000e+01   1.1426539e+02   4.3425634e+01   1.1573924e+02   1.4738462e+00
   8.2000000e+01   1.1586261e+02   4.8020719e+01   1.1741271e+02   1.5500946e+00
   8.3000000e+01   1.1735802e+02   4.4954005e+01   1.1887432e+02   1.5162968e+00
   8.4000000e+01   1.1891472e+02   4.6975324e+01   1.2045599e+02   1.5412662e+00
   8.5000000e+01   1.2064555e+02   5.2612666e+01   1.2230397e+02   1.6584210e+00
   8.6000000e+01   1.2203560e+02   4.1736756e+01   1.2352816e+02   1.4925622e+00
   8.7000000e+01   1.2350940e+02   4.4353872e+01   1.2499036e+02   1.4809626e+00
   8.8000000e+01   1.2515693e+02   4.9901999e+01   1.2674084e+02   1.5839104e+00
   8.9000000e+01   1.2655274e+02   4.4453658e+01   1.2802040e+02   1.4676572e+00
   9.0000000e+01   1.2819072e+02   5.0024344e+01   1.2976365e+02   1.5729248e+00
   9.1000000e+01   1.2960849e+02   4.2547278e+01   1.3108553e+02   1.4770341e+00
   9.2000000e+01   1.3109695e+02   4.4885241e+01   1.3258105e+02   1.4840955e+00
   9.3000000e+01   1.3284950e+02   5.2840026e+01   1.3449951e+02   1.6500080e+00
   9.4000000e+01   1.3456080e+02   5.1821373e+01   1.3624869e+02   1.6878864e+00
   9.5000000e+01   1.3603509e+02   4.4394714e+01   1.3759097e+02   1.5558800e+00
   9.6000000e+01   1.3754795e+02   4.5936653e+01   1.3907724e+02   1.5292896e+00
   9.7000000e+01   1.3913157e+02   4.7645165e+01   1.4069444e+02   1.5628686e+00
   9.8000000e+01   1.4089169e+02   5.2863806e+01   1.4257647e+02   1.6847774e+00
   9.9000000e+01   1.4223450e+02   4.1461438e+01   1.4370794e+02   1.4734315e+00
   1.0000000e+02   1.4399208e+02   5.3360209e+01   1.4564113e+02   1.6490438e+00
   1.0100000e+02   1.4535233e+02   4.0969131e+01   1.4682289e+02   1.4705587e+00
   1.0200000e+02   1.4709379e+02   5.3908627e+01   1.4873177e+02   1.6379805e+00
   1.0300000e+02   1.4852136e+02   4.3780068e+01   1.5002930e+02   1.5079422e+00
   1.0400000e+02   1.5022714e+02   5.1491348e+01   1.5185735e+02   1.6302120e+00
   1.0500000e+02   1.5152834e+02   3.9963452e+01   1.5295522e+02   1.4268742e+00
   1.0600000e+02   1.5299913e+02   4.4128002e+01   1.5445314e+02   1.4540129e+00
   1.0700000e+02   1.5482037e+02   5.5031455e+01   1.5650133e+02   1.6809696e+00
   1.0800000e+02   1.5634080e+02   4.5644855e+01   1.5792256e+02   1.5817575e+00
   1.0900000e+02   1.5787111e+02   4.6022266e+01   1.5942107e+02   1.5499573e+00
   1.1000000e+02   1.5948157e+02   4.8380495e+01   1.6106892e+02   1.5873494e+00
   1.1100000e+02   1.6110766e+02   4.8796471e+01   1.6271896e+02   1.6112942e+00
   1.1200000e+02   1.6241258e+02   4.2602895e+01   1.6383453e+02   1.4219474e+00
   1.1300000e+02   1.6410660e+02   5.4310260e+01   1.6569669e+02   1.5900938e+00
   1.1400000e+02   1.6546143e+02   4.0658039e+01   1.6690612e+02   1.4446930e+00
   1.1500000e+02   1.6710814e+02   5.0055504e+01   1.6867768e+02   1.5695458e+00
   1.1600000e+02   1.6856069e+02   4.3704560e+01   1.7005794e+02   1.4972419e+00
   1.1700000e+02   1.7016862e+02   4.8531020e+01   1.7173427e+02   1.5656490e+00
   1.1800000e+02   1.7180502e+02   4.9618336e+01   1.7341439e+02   1.6093747e+00
   1.1900000e+02   1.7357698e+02   5.3252853e+01   1.7528684e+02   1.7098569e+00
   1.2000000e+02   1.7506727e+02   4.4866114e+01   1.7664143e+02   1.5741594e+00
